Match ID,0-10 Team 1 Runs,0-10 Team 1 Wickets,10-20 Team 1 Runs,10-20 Team 1 Wickets,20-30 Team 1 Runs,20-30 Team 1 Wickets,30-40 Team 1 Runs,30-40 Team 1 Wickets,40-50 Team 1 Runs,40-50 Team 1 Wickets,0-10 Team 2 Runs,0-10 Team 2 Wickets,10-20 Team 2 Runs,10-20 Team 2 Wickets,20-30 Team 2 Runs,20-30 Team 2 Wickets,30-40 Team 2 Runs,30-40 Team 2 Wickets,40-50 Team 2 Runs,40-50 Team 2 Wickets,0-10 Team 1 RunRate,0-10 Team 1 Avg,10-20 Team 1 RunRate,10-20 Team 1 Avg,20-30 Team 1 RunRate,20-30 Team 1 Avg,30-40 Team 1 RunRate,30-40 Team 1 Avg,40-50 Team 1 RunRate,40-50 Team 1 Avg,0-10 Team 2 RunRate,0-10 Team 2 Avg,10-20 Team 2 RunRate,10-20 Team 2 Avg,20-30 Team 2 RunRate,20-30 Team 2 Avg,30-40 Team 2 RunRate,30-40 Team 2 Avg,40-50 Team 2 RunRate,40-50 Team 2 Avg,Team 1 Total Runs,Team 1 Total Wickets,Team 1 Match RunRate,Team 1 Match Average,Team 2 Total Runs,Team 2 Total Wickets,Team 2 Match RunRate,Team 2 Match Average
516210,46,1,42,1,39,1,37,2,33,5,54,3,41,0,36,1,35,0,25,2,4.6,46.0,4.2,42.0,3.9,39.0,3.7,18.5,3.3,6.6,5.4,18.0,4.1,41.0,3.6,36.0,3.5,35.0,2.5,12.5,197,10,3.94,19.7,191,6,3.82,31.83
518956,24,2,74,1,85,2,25,0,0,0,49,2,50,3,45,5,0,0,0,0,2.4,12.0,7.4,74.0,8.5,42.5,2.5,25.0,0.0,0.0,4.9,24.5,5.0,16.67,4.5,9.0,0.0,0.0,0.0,0.0,208,5,4.16,41.6,144,10,2.88,14.4
518957,42,1,34,1,32,1,52,2,60,3,45,1,44,1,51,1,49,3,38,0,4.2,42.0,3.4,34.0,3.2,32.0,5.2,26.0,6.0,20.0,4.5,45.0,4.4,44.0,5.1,51.0,4.9,16.33,3.8,38.0,220,8,4.4,27.5,227,6,4.54,37.83
518958,48,3,36,1,45,1,47,1,44,4,30,1,51,1,46,3,37,2,53,3,4.8,16.0,3.6,36.0,4.5,45.0,4.7,47.0,4.4,11.0,3.0,30.0,5.1,51.0,4.6,15.33,3.7,18.5,5.3,17.67,220,10,4.4,22.0,217,10,4.34,21.7
518959,50,2,41,1,50,0,67,1,52,4,48,1,46,1,52,0,41,2,71,2,5.0,25.0,4.1,41.0,5.0,50.0,6.7,67.0,5.2,13.0,4.8,48.0,4.6,46.0,5.2,52.0,4.1,20.5,7.1,35.5,260,8,5.2,32.5,258,6,5.16,43.0
518960,30,2,46,1,56,0,48,3,48,3,41,1,38,1,52,2,42,0,55,5,3.0,15.0,4.6,46.0,5.6,56.0,4.8,16.0,4.8,16.0,4.1,41.0,3.8,38.0,5.2,26.0,4.2,42.0,5.5,11.0,228,9,4.56,25.33,228,9,4.56,25.33
518961,29,1,33,3,32,3,49,2,2,1,63,0,54,1,25,1,0,0,0,0,2.9,29.0,3.3,11.0,3.2,10.67,4.9,24.5,0.2,2.0,6.3,63.0,5.4,54.0,2.5,25.0,0.0,0.0,0.0,0.0,145,10,2.9,14.5,142,2,2.84,71.0
518962,44,0,32,2,42,1,56,0,88,2,30,3,32,1,41,1,40,2,19,3,4.4,44.0,3.2,16.0,4.2,42.0,5.6,56.0,8.8,44.0,3.0,10.0,3.2,32.0,4.1,41.0,4.0,20.0,1.9,6.33,262,5,5.24,52.4,162,10,3.24,16.2
518963,52,0,43,1,36,2,57,1,79,2,42,2,32,1,60,0,63,3,25,4,5.2,52.0,4.3,43.0,3.6,18.0,5.7,57.0,7.9,39.5,4.2,21.0,3.2,32.0,6.0,60.0,6.3,21.0,2.5,6.25,267,6,5.34,44.5,222,10,4.44,22.2
518964,41,2,37,0,47,0,67,1,83,3,60,1,53,1,42,1,55,1,58,3,4.1,20.5,3.7,37.0,4.7,47.0,6.7,67.0,8.3,27.67,6.0,60.0,5.3,53.0,4.2,42.0,5.5,55.0,5.8,19.33,275,6,5.5,45.83,268,7,5.36,38.29
518965,36,2,61,1,40,1,57,1,44,4,42,2,29,3,25,1,46,4,0,0,3.6,18.0,6.1,61.0,4.0,40.0,5.7,57.0,4.4,11.0,4.2,21.0,2.9,9.67,2.5,25.0,4.6,11.5,0.0,0.0,238,9,4.76,26.44,142,10,2.84,14.2
518966,39,0,44,1,51,0,73,0,99,3,95,2,58,0,64,1,88,0,0,0,3.9,39.0,4.4,44.0,5.1,51.0,7.3,73.0,9.9,33.0,9.5,47.5,5.8,58.0,6.4,64.0,8.8,88.0,0.0,0.0,306,4,6.12,76.5,305,3,6.1,101.67
518967,35,2,50,0,56,1,45,1,44,6,33,3,46,0,46,1,38,2,50,4,3.5,17.5,5.0,50.0,5.6,56.0,4.5,45.0,4.4,7.33,3.3,11.0,4.6,46.0,4.6,46.0,3.8,19.0,5.0,12.5,230,10,4.6,23.0,213,10,4.26,21.3
518968,63,0,40,0,58,1,64,3,90,2,64,2,35,1,35,2,81,1,74,4,6.3,63.0,4.0,40.0,5.8,58.0,6.4,21.33,9.0,45.0,6.4,32.0,3.5,35.0,3.5,17.5,8.1,81.0,7.4,18.5,315,6,6.3,52.5,289,10,5.78,28.9
518969,35,1,44,1,43,0,60,0,81,4,59,0,60,0,50,1,54,1,31,0,3.5,35.0,4.4,44.0,4.3,43.0,6.0,60.0,8.1,20.25,5.9,59.0,6.0,60.0,5.0,50.0,5.4,54.0,3.1,31.0,263,6,5.26,43.83,254,2,5.08,127.0
518970,53,0,55,1,31,4,42,2,42,3,49,4,31,0,30,1,43,2,41,3,5.3,53.0,5.5,55.0,3.1,7.75,4.2,21.0,4.2,14.0,4.9,12.25,3.1,31.0,3.0,30.0,4.3,21.5,4.1,13.67,223,10,4.46,22.3,194,10,3.88,19.4
520592,48,2,45,1,48,2,51,1,40,4,23,3,43,1,51,3,37,2,1,1,4.8,24.0,4.5,45.0,4.8,24.0,5.1,51.0,4.0,10.0,2.3,7.67,4.3,43.0,5.1,17.0,3.7,18.5,0.1,1.0,232,10,4.64,23.2,155,10,3.1,15.5
520593,49,0,63,0,73,1,63,2,115,3,20,3,39,2,39,0,63,2,58,1,4.9,49.0,6.3,63.0,7.3,73.0,6.3,31.5,11.5,38.33,2.0,6.67,3.9,19.5,3.9,39.0,6.3,31.5,5.8,58.0,363,6,7.26,60.5,219,8,4.38,27.38
520594,78,0,50,0,56,3,59,0,119,5,26,2,51,0,46,3,23,2,22,3,7.8,78.0,5.0,50.0,5.6,18.67,5.9,59.0,11.9,23.8,2.6,13.0,5.1,51.0,4.6,15.33,2.3,11.5,2.2,7.33,362,8,7.24,45.25,168,10,3.36,16.8
520600,27,1,35,1,60,1,52,1,55,5,36,3,38,0,51,0,79,1,44,0,2.7,27.0,3.5,35.0,6.0,60.0,5.2,52.0,5.5,11.0,3.6,12.0,3.8,38.0,5.1,51.0,7.9,79.0,4.4,44.0,229,9,4.58,25.44,248,4,4.96,62.0
520601,44,1,50,0,52,1,35,5,39,3,62,1,61,1,56,1,42,1,0,0,4.4,44.0,5.0,50.0,5.2,52.0,3.5,7.0,3.9,13.0,6.2,62.0,6.1,61.0,5.6,56.0,4.2,42.0,0.0,0.0,220,10,4.4,22.0,221,4,4.42,55.25
520602,28,1,38,1,36,2,57,1,33,5,55,0,36,1,55,1,36,2,20,1,2.8,28.0,3.8,38.0,3.6,18.0,5.7,57.0,3.3,6.6,5.5,55.0,3.6,36.0,5.5,55.0,3.6,18.0,2.0,20.0,192,10,3.84,19.2,202,5,4.04,40.4
521218,38,1,40,2,38,1,74,1,87,2,48,2,49,0,41,5,33,3,0,0,3.8,38.0,4.0,20.0,3.8,38.0,7.4,74.0,8.7,43.5,4.8,24.0,4.9,49.0,4.1,8.2,3.3,11.0,0.0,0.0,277,7,5.54,39.57,171,10,3.42,17.1
521219,43,3,41,0,48,2,46,0,43,5,50,2,56,0,69,0,47,0,0,0,4.3,14.33,4.1,41.0,4.8,24.0,4.6,46.0,4.3,8.6,5.0,25.0,5.6,56.0,6.9,69.0,4.7,47.0,0.0,0.0,221,10,4.42,22.1,222,2,4.44,111.0
521220,37,1,71,1,48,1,48,1,91,0,53,0,48,1,64,0,54,3,64,1,3.7,37.0,7.1,71.0,4.8,48.0,4.8,48.0,9.1,91.0,5.3,53.0,4.8,48.0,6.4,64.0,5.4,18.0,6.4,64.0,295,4,5.9,73.75,283,5,5.66,56.6
521221,61,2,39,0,36,3,39,2,25,3,20,2,52,1,61,0,73,1,4,0,6.1,30.5,3.9,39.0,3.6,12.0,3.9,19.5,2.5,8.33,2.0,10.0,5.2,52.0,6.1,61.0,7.3,73.0,0.4,4.0,200,10,4.0,20.0,210,4,4.2,52.5
521222,41,0,40,3,53,1,44,1,83,3,61,0,58,0,26,5,22,5,0,0,4.1,41.0,4.0,13.33,5.3,53.0,4.4,44.0,8.3,27.67,6.1,61.0,5.8,58.0,2.6,5.2,2.2,4.4,0.0,0.0,261,8,5.22,32.62,167,10,3.34,16.7
522246,18,1,27,4,51,0,46,1,35,4,52,1,48,0,37,3,36,1,4,1,1.8,18.0,2.7,6.75,5.1,51.0,4.6,46.0,3.5,8.75,5.2,52.0,4.8,48.0,3.7,12.33,3.6,36.0,0.4,4.0,177,10,3.54,17.7,177,6,3.54,29.5
522247,28,3,25,3,34,0,35,1,51,3,38,1,34,0,38,1,37,1,30,0,2.8,9.33,2.5,8.33,3.4,34.0,3.5,35.0,5.1,17.0,3.8,38.0,3.4,34.0,3.8,38.0,3.7,37.0,3.0,30.0,173,10,3.46,17.3,177,3,3.54,59.0
522248,20,1,38,1,53,0,52,0,81,5,35,0,42,2,35,1,51,1,76,6,2.0,20.0,3.8,38.0,5.3,53.0,5.2,52.0,8.1,16.2,3.5,35.0,4.2,21.0,3.5,35.0,5.1,51.0,7.6,12.67,244,7,4.88,34.86,239,10,4.78,23.9
522249,44,1,32,2,39,1,40,0,30,6,68,2,48,0,40,2,37,0,0,0,4.4,44.0,3.2,16.0,3.9,39.0,4.0,40.0,3.0,5.0,6.8,34.0,4.8,48.0,4.0,20.0,3.7,37.0,0.0,0.0,185,10,3.7,18.5,193,4,3.86,48.25
522250,38,1,34,1,48,3,39,0,80,1,43,1,33,3,53,0,26,5,0,0,3.8,38.0,3.4,34.0,4.8,16.0,3.9,39.0,8.0,80.0,4.3,43.0,3.3,11.0,5.3,53.0,2.6,5.2,0.0,0.0,239,6,4.78,39.83,155,9,3.1,17.22
523732,41,1,60,1,42,2,45,1,53,2,38,1,29,1,51,1,51,0,66,4,4.1,41.0,6.0,60.0,4.2,21.0,4.5,45.0,5.3,26.5,3.8,38.0,2.9,29.0,5.1,51.0,5.1,51.0,6.6,16.5,241,7,4.82,34.43,235,7,4.7,33.57
523733,17,1,38,1,46,0,36,1,71,3,33,0,48,0,48,0,62,0,23,0,1.7,17.0,3.8,38.0,4.6,46.0,3.6,36.0,7.1,23.67,3.3,33.0,4.8,48.0,4.8,48.0,6.2,62.0,2.3,23.0,208,6,4.16,34.67,214,0,4.28,214.0
523734,58,1,32,1,55,0,61,2,53,1,40,0,37,0,52,2,51,3,57,4,5.8,58.0,3.2,32.0,5.5,55.0,6.1,30.5,5.3,53.0,4.0,40.0,3.7,37.0,5.2,26.0,5.1,17.0,5.7,14.25,259,5,5.18,51.8,237,9,4.74,26.33
523804,48,1,58,0,54,1,57,1,105,3,40,2,38,1,40,1,43,4,17,2,4.8,48.0,5.8,58.0,5.4,54.0,5.7,57.0,10.5,35.0,4.0,20.0,3.8,38.0,4.0,40.0,4.3,10.75,1.7,8.5,322,6,6.44,53.67,178,10,3.56,17.8
523805,41,1,46,1,37,2,56,1,58,2,42,1,41,2,25,2,38,1,28,4,4.1,41.0,4.6,46.0,3.7,18.5,5.6,56.0,5.8,29.0,4.2,42.0,4.1,20.5,2.5,12.5,3.8,38.0,2.8,7.0,238,7,4.76,34.0,174,10,3.48,17.4
527014,19,3,38,1,40,0,58,0,73,2,56,0,39,0,52,1,60,0,14,0,1.9,6.33,3.8,38.0,4.0,40.0,5.8,58.0,7.3,36.5,5.6,56.0,3.9,39.0,5.2,52.0,6.0,60.0,1.4,14.0,228,6,4.56,38.0,221,1,4.42,221.0
527015,37,0,25,3,52,1,64,1,64,3,47,1,43,0,49,0,60,1,51,4,3.7,37.0,2.5,8.33,5.2,52.0,6.4,64.0,6.4,21.33,4.7,47.0,4.3,43.0,4.9,49.0,6.0,60.0,5.1,12.75,242,8,4.84,30.25,250,6,5.0,41.67
527016,53,3,41,0,31,1,73,0,107,1,56,1,59,1,63,3,79,0,62,4,5.3,17.67,4.1,41.0,3.1,31.0,7.3,73.0,10.7,107.0,5.6,56.0,5.9,59.0,6.3,21.0,7.9,79.0,6.2,15.5,305,5,6.1,61.0,319,9,6.38,35.44
530427,22,1,41,3,23,1,24,4,2,1,52,1,50,1,13,0,0,0,0,0,2.2,22.0,4.1,13.67,2.3,23.0,2.4,6.0,0.2,2.0,5.2,52.0,5.0,50.0,1.3,13.0,0.0,0.0,0.0,0.0,112,10,2.24,11.2,115,2,2.3,57.5
530428,43,0,30,2,17,1,63,0,57,4,34,3,35,1,39,1,50,3,39,2,4.3,43.0,3.0,15.0,1.7,17.0,6.3,63.0,5.7,14.25,3.4,11.33,3.5,35.0,3.9,39.0,5.0,16.67,3.9,19.5,210,7,4.2,30.0,197,10,3.94,19.7
530429,37,0,58,0,53,1,40,4,55,3,56,1,39,0,43,2,35,2,48,5,3.7,37.0,5.8,58.0,5.3,53.0,4.0,10.0,5.5,18.33,5.6,56.0,3.9,39.0,4.3,21.5,3.5,17.5,4.8,9.6,243,8,4.86,30.38,221,10,4.42,22.1
530430,31,1,34,2,37,3,36,1,52,3,40,2,27,1,38,0,45,2,14,5,3.1,31.0,3.4,17.0,3.7,12.33,3.6,36.0,5.2,17.33,4.0,20.0,2.7,27.0,3.8,38.0,4.5,22.5,1.4,2.8,190,10,3.8,19.0,164,10,3.28,16.4
530431,30,3,47,1,46,0,35,1,43,4,30,1,44,1,49,2,43,0,40,3,3.0,10.0,4.7,47.0,4.6,46.0,3.5,35.0,4.3,10.75,3.0,30.0,4.4,44.0,4.9,24.5,4.3,43.0,4.0,13.33,201,9,4.02,22.33,206,7,4.12,29.43
531631,43,0,37,2,51,0,53,2,59,3,38,4,27,1,40,4,11,1,0,0,4.3,43.0,3.7,18.5,5.1,51.0,5.3,26.5,5.9,19.67,3.8,9.5,2.7,27.0,4.0,10.0,1.1,11.0,0.0,0.0,243,7,4.86,34.71,116,10,2.32,11.6
531632,42,0,37,1,40,1,62,0,53,2,30,0,47,1,37,2,47,2,48,5,4.2,42.0,3.7,37.0,4.0,40.0,6.2,62.0,5.3,26.5,3.0,30.0,4.7,47.0,3.7,18.5,4.7,23.5,4.8,9.6,234,4,4.68,58.5,209,10,4.18,20.9
531633,44,3,32,1,39,1,48,1,45,4,54,0,55,0,54,1,52,0,0,0,4.4,14.67,3.2,32.0,3.9,39.0,4.8,48.0,4.5,11.25,5.4,54.0,5.5,55.0,5.4,54.0,5.2,52.0,0.0,0.0,208,10,4.16,20.8,215,1,4.3,215.0
531634,46,1,48,0,36,2,43,1,56,6,43,1,41,3,50,0,33,1,61,1,4.6,46.0,4.8,48.0,3.6,18.0,4.3,43.0,5.6,9.33,4.3,43.0,4.1,13.67,5.0,50.0,3.3,33.0,6.1,61.0,229,10,4.58,22.9,228,6,4.56,38.0
531983,45,0,42,1,43,0,72,0,86,4,32,0,39,1,49,3,61,1,61,2,4.5,45.0,4.2,42.0,4.3,43.0,7.2,72.0,8.6,21.5,3.2,32.0,3.9,39.0,4.9,16.33,6.1,61.0,6.1,30.5,288,5,5.76,57.6,242,7,4.84,34.57
531984,25,4,33,1,46,0,41,2,66,3,29,0,50,1,39,0,67,1,23,0,2.5,6.25,3.3,33.0,4.6,46.0,4.1,20.5,6.6,22.0,2.9,29.0,5.0,50.0,3.9,39.0,6.7,67.0,2.3,23.0,211,10,4.22,21.1,208,2,4.16,104.0
531985,30,1,22,8,1,1,0,0,0,0,34,2,23,0,0,0,0,0,0,0,3.0,30.0,2.2,2.75,0.1,1.0,0.0,0.0,0.0,0.0,3.4,17.0,2.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,53,10,1.06,5.3,57,2,1.14,28.5
534209,44,1,57,0,56,2,54,2,67,1,58,1,57,3,39,4,15,2,0,0,4.4,44.0,5.7,57.0,5.6,28.0,5.4,27.0,6.7,67.0,5.8,58.0,5.7,19.0,3.9,9.75,1.5,7.5,0.0,0.0,278,6,5.56,46.33,169,10,3.38,16.9
534210,48,0,29,2,31,2,65,1,56,4,54,0,60,0,28,1,61,1,24,0,4.8,48.0,2.9,14.5,3.1,15.5,6.5,65.0,5.6,14.0,5.4,54.0,6.0,60.0,2.8,28.0,6.1,61.0,2.4,24.0,229,9,4.58,25.44,227,2,4.54,113.5
534214,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,11.33,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,3,0.7,11.67,0,0,0.0,0.0
534215,32,0,51,1,36,2,62,0,83,2,47,1,46,1,37,2,47,1,70,4,3.2,32.0,5.1,51.0,3.6,18.0,6.2,62.0,8.3,41.5,4.7,47.0,4.6,46.0,3.7,18.5,4.7,47.0,7.0,17.5,264,5,5.28,52.8,247,9,4.94,27.44
534216,42,1,43,1,24,1,46,1,71,3,45,1,43,1,49,0,60,1,38,1,4.2,42.0,4.3,43.0,2.4,24.0,4.6,46.0,7.1,23.67,4.5,45.0,4.3,43.0,4.9,49.0,6.0,60.0,3.8,38.0,226,7,4.52,32.29,235,4,4.7,58.75
534218,15,2,43,1,25,1,40,2,70,3,40,0,39,1,38,0,35,1,43,0,1.5,7.5,4.3,43.0,2.5,25.0,4.0,20.0,7.0,23.33,4.0,40.0,3.9,39.0,3.8,38.0,3.5,35.0,4.3,43.0,193,9,3.86,21.44,195,2,3.9,97.5
534219,40,0,38,5,40,2,24,0,0,0,33,2,54,0,46,1,0,0,0,0,4.0,40.0,3.8,7.6,4.0,20.0,2.4,24.0,0.0,0.0,3.3,16.5,5.4,54.0,4.6,46.0,0.0,0.0,0.0,0.0,142,7,2.84,20.29,133,3,2.66,44.33
534228,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0.72,36.0,0,0,0.0,0.0
534229,49,0,46,1,42,1,63,1,81,2,52,1,39,3,47,1,55,4,3,1,4.9,49.0,4.6,46.0,4.2,42.0,6.3,63.0,8.1,40.5,5.2,52.0,3.9,13.0,4.7,47.0,5.5,13.75,0.3,3.0,281,5,5.62,56.2,196,10,3.92,19.6
534230,54,1,36,1,49,2,46,2,24,4,43,1,24,2,48,0,61,1,28,2,5.4,54.0,3.6,36.0,4.9,24.5,4.6,23.0,2.4,6.0,4.3,43.0,2.4,12.0,4.8,48.0,6.1,61.0,2.8,14.0,209,10,4.18,20.9,204,6,4.08,34.0
534231,31,0,38,1,40,3,40,0,58,4,31,1,40,0,42,0,39,2,49,1,3.1,31.0,3.8,38.0,4.0,13.33,4.0,40.0,5.8,14.5,3.1,31.0,4.0,40.0,4.2,42.0,3.9,19.5,4.9,49.0,207,8,4.14,25.88,201,4,4.02,50.25
534232,40,2,36,2,39,1,41,2,17,3,41,3,44,0,56,0,36,0,0,0,4.0,20.0,3.6,18.0,3.9,39.0,4.1,20.5,1.7,5.67,4.1,13.67,4.4,44.0,5.6,56.0,3.6,36.0,0.0,0.0,173,10,3.46,17.3,177,3,3.54,59.0
535794,33,0,59,0,44,1,50,5,68,2,43,0,42,1,53,4,53,0,43,5,3.3,33.0,5.9,59.0,4.4,44.0,5.0,10.0,6.8,34.0,4.3,43.0,4.2,42.0,5.3,13.25,5.3,53.0,4.3,8.6,254,8,5.08,31.75,234,10,4.68,23.4
535795,41,1,45,0,52,0,59,0,93,2,64,1,59,1,45,1,54,4,24,3,4.1,41.0,4.5,45.0,5.2,52.0,5.9,59.0,9.3,46.5,6.4,64.0,5.9,59.0,4.5,45.0,5.4,13.5,2.4,8.0,290,3,5.8,96.67,246,10,4.92,24.6
535796,46,3,25,1,54,0,39,2,15,4,31,1,38,2,46,0,69,1,0,0,4.6,15.33,2.5,25.0,5.4,54.0,3.9,19.5,1.5,3.75,3.1,31.0,3.8,19.0,4.6,46.0,6.9,69.0,0.0,0.0,179,10,3.58,17.9,184,4,3.68,46.0
535797,47,1,44,0,55,0,42,1,83,3,38,1,43,0,49,1,71,1,80,2,4.7,47.0,4.4,44.0,5.5,55.0,4.2,42.0,8.3,27.67,3.8,38.0,4.3,43.0,4.9,49.0,7.1,71.0,8.0,40.0,271,5,5.42,54.2,281,5,5.62,56.2
535798,49,0,68,0,61,0,70,2,66,4,52,1,73,1,54,0,59,0,81,2,4.9,49.0,6.8,68.0,6.1,61.0,7.0,35.0,6.6,16.5,5.2,52.0,7.3,73.0,5.4,54.0,5.9,59.0,8.1,40.5,314,6,6.28,52.33,319,4,6.38,79.75
535799,32,3,36,0,39,0,57,2,57,5,47,3,63,1,46,1,36,0,0,0,3.2,10.67,3.6,36.0,3.9,39.0,5.7,28.5,5.7,11.4,4.7,15.67,6.3,63.0,4.6,46.0,3.6,36.0,0.0,0.0,221,10,4.42,22.1,192,5,3.84,38.4
535800,41,2,22,1,43,1,51,2,61,3,33,0,35,2,30,1,50,0,75,5,4.1,20.5,2.2,22.0,4.3,43.0,5.1,25.5,6.1,20.33,3.3,33.0,3.5,17.5,3.0,30.0,5.0,50.0,7.5,15.0,218,9,4.36,24.22,223,8,4.46,27.88
536929,48,3,32,0,52,1,27,2,42,3,45,4,32,1,54,1,32,1,27,2,4.8,16.0,3.2,32.0,5.2,52.0,2.7,13.5,4.2,14.0,4.5,11.25,3.2,32.0,5.4,54.0,3.2,32.0,2.7,13.5,201,9,4.02,22.33,190,9,3.8,21.11
536930,36,2,44,3,59,2,59,2,57,0,41,2,49,1,54,0,55,0,57,2,3.6,18.0,4.4,14.67,5.9,29.5,5.9,29.5,5.7,57.0,4.1,20.5,4.9,49.0,5.4,54.0,5.5,55.0,5.7,28.5,255,9,5.1,28.33,256,5,5.12,51.2
536931,29,1,45,1,33,1,42,1,104,2,47,3,52,2,38,1,52,1,46,3,2.9,29.0,4.5,45.0,3.3,33.0,4.2,42.0,10.4,52.0,4.7,15.67,5.2,26.0,3.8,38.0,5.2,52.0,4.6,15.33,253,6,5.06,42.17,235,10,4.7,23.5
536932,61,0,80,0,75,1,83,0,105,4,63,2,53,3,43,2,48,2,54,1,6.1,61.0,8.0,80.0,7.5,75.0,8.3,83.0,10.5,26.25,6.3,31.5,5.3,17.67,4.3,21.5,4.8,24.0,5.4,54.0,404,5,8.08,80.8,261,10,5.22,26.1
536933,44,2,41,1,55,0,63,1,53,3,29,4,66,1,66,1,37,2,22,2,4.4,22.0,4.1,41.0,5.5,55.0,6.3,63.0,5.3,17.67,2.9,7.25,6.6,66.0,6.6,66.0,3.7,18.5,2.2,11.0,256,7,5.12,36.57,220,10,4.4,22.0
538069,20,2,26,3,32,4,1,1,0,0,31,1,30,4,24,0,0,0,0,0,2.0,10.0,2.6,8.67,3.2,8.0,0.1,1.0,0.0,0.0,3.1,31.0,3.0,7.5,2.4,24.0,0.0,0.0,0.0,0.0,79,10,1.58,7.9,85,5,1.7,17.0
538070,22,1,44,1,36,1,72,1,66,3,18,4,18,0,40,0,32,0,64,3,2.2,22.0,4.4,44.0,3.6,36.0,7.2,72.0,6.6,22.0,1.8,4.5,1.8,18.0,4.0,40.0,3.2,32.0,6.4,21.33,240,7,4.8,34.29,172,7,3.44,24.57
538071,32,2,19,1,38,0,43,2,29,5,18,1,41,1,31,4,17,4,0,0,3.2,16.0,1.9,19.0,3.8,38.0,4.3,21.5,2.9,5.8,1.8,18.0,4.1,41.0,3.1,7.75,1.7,4.25,0.0,0.0,161,10,3.22,16.1,107,10,2.14,10.7
540168,48,1,27,0,31,3,29,0,55,4,31,2,54,1,22,6,26,1,0,0,4.8,48.0,2.7,27.0,3.1,10.33,2.9,29.0,5.5,13.75,3.1,15.5,5.4,54.0,2.2,3.67,2.6,26.0,0.0,0.0,190,8,3.8,23.75,133,10,2.66,13.3
540169,34,2,30,1,40,1,42,5,0,0,42,1,33,3,47,0,35,1,0,0,3.4,17.0,3.0,30.0,4.0,40.0,4.2,8.4,0.0,0.0,4.2,42.0,3.3,11.0,4.7,47.0,3.5,35.0,0.0,0.0,146,9,2.92,16.22,157,5,3.14,31.4
540170,38,2,35,1,42,0,44,1,47,6,44,1,29,3,50,2,32,0,52,4,3.8,19.0,3.5,35.0,4.2,42.0,4.4,44.0,4.7,7.83,4.4,44.0,2.9,9.67,5.0,25.0,3.2,32.0,5.2,13.0,206,10,4.12,20.6,207,10,4.14,20.7
540171,51,0,23,1,40,3,53,1,114,2,57,2,47,1,41,2,40,2,53,3,5.1,51.0,2.3,23.0,4.0,13.33,5.3,53.0,11.4,57.0,5.7,28.5,4.7,47.0,4.1,20.5,4.0,20.0,5.3,17.67,281,7,5.62,40.14,238,10,4.76,23.8
540172,50,0,65,1,42,0,52,3,62,5,24,2,36,2,49,2,96,1,39,3,5.0,50.0,6.5,65.0,4.2,42.0,5.2,17.33,6.2,12.4,2.4,12.0,3.6,18.0,4.9,24.5,9.6,96.0,3.9,13.0,271,9,5.42,30.11,244,10,4.88,24.4
543881,58,1,30,3,34,0,44,3,29,3,19,0,40,2,45,1,51,0,21,0,5.8,58.0,3.0,10.0,3.4,34.0,4.4,14.67,2.9,9.67,1.9,19.0,4.0,20.0,4.5,45.0,5.1,51.0,2.1,21.0,195,10,3.9,19.5,176,3,3.52,58.67
543882,41,3,28,1,36,0,39,1,74,4,19,3,32,2,36,2,19,3,0,0,4.1,13.67,2.8,28.0,3.6,36.0,3.9,39.0,7.4,18.5,1.9,6.33,3.2,16.0,3.6,18.0,1.9,6.33,0.0,0.0,218,9,4.36,24.22,106,10,2.12,10.6
543888,49,4,39,0,32,1,13,5,0,0,47,1,51,0,50,0,0,0,0,0,4.9,12.25,3.9,39.0,3.2,32.0,1.3,2.6,0.0,0.0,4.7,47.0,5.1,51.0,5.0,50.0,0.0,0.0,0.0,0.0,133,10,2.66,13.3,148,1,2.96,148.0
545656,58,2,31,2,36,1,25,1,32,4,41,2,53,0,47,1,49,0,0,0,5.8,29.0,3.1,15.5,3.6,36.0,2.5,25.0,3.2,8.0,4.1,20.5,5.3,53.0,4.7,47.0,4.9,49.0,0.0,0.0,182,10,3.64,18.2,190,3,3.8,63.33
555892,25,2,41,2,25,3,34,2,23,1,24,4,25,2,33,3,12,1,0,0,2.5,12.5,4.1,20.5,2.5,8.33,3.4,17.0,2.3,23.0,2.4,6.0,2.5,12.5,3.3,11.0,1.2,12.0,0.0,0.0,148,10,2.96,14.8,94,10,1.88,9.4
560923,32,3,20,1,32,1,40,1,53,3,36,1,67,0,25,0,0,0,0,0,3.2,10.67,2.0,20.0,3.2,32.0,4.0,40.0,5.3,17.67,3.6,36.0,6.7,67.0,2.5,25.0,0.0,0.0,0.0,0.0,177,9,3.54,19.67,128,1,2.56,128.0
